title,slug,topCategoryName,origin,price_unit
Filets de poulet jaune fermier Label Rouge,filets-de-poulet-jaune-fermier-label-rouge,Viandes et Poissons,,8.09 € / KG
Filets de poulet bio fermier,filets-de-poulet-bio-fermier,Viandes et Poissons,,12.59 € / KG
Filet de poulet jaune en cube MAITRE COQ,filet-de-poulet-jaune-en-cube-maitre-coq,Viandes et Poissons,,15.31 € / KG
Filet de poulet blanc en cube MAITRE COQ,filet-de-poulet-blanc-en-cube-maitre-coq,Viandes et Poissons,,15.33 € / KG
Poule  LIONOR,poule-lionor,Viandes et Poissons,,3.83 € / KG
Poulet fermier jaune  élevé en plein air Bio CARREFOUR BIO,poulet-fermier-jaune-eleve-en-plein-air-bio-carrefour-bio,Viandes et Poissons,,15.58 € / KG
Poulet noir label rouge LOUE,poulet-noir-label-rouge-loue,Viandes et Poissons,,8.04 € / KG
Cuisses de Poulet avec Une Partie de Dos NEUTRE,cuisses-de-poulet-avec-une-partie-de-dos-neutre,Viandes et Poissons,,2.14 € / KG
Escalopes  de poulet LE GAULOIS,escalopes-de-poulet-le-gaulois,Viandes et Poissons,,4.26 € / KG
Filet de poulet cuisson express LE GAULOIS,filet-de-poulet-cuisson-express-le-gaulois,Viandes et Poissons,,5.05 € / KG
Aiguillettes de poulet LE PETIT MARCHE DE LOUE,aiguillettes-de-poulet-le-petit-marche-de-loue,Viandes et Poissons,,5.18 € / KG
Découpe de poulet jaune PLEIN CHAMP,decoupe-de-poulet-jaune-plein-champ,Viandes et Poissons,,6.36 € / KG
Poulet blanc fermier Bio LOUE,poulet-blanc-fermier-bio-loue,Viandes et Poissons,,18.13 € / KG
Cuisse canette LE GAULOIS,cuisse-canette-le-gaulois,Viandes et Poissons,,8.47 € / KG
Filets de poulet fermier Label Rouge LOUE,filets-de-poulet-fermier-label-rouge-loue,Viandes et Poissons,,7.19 € / KG
Cuisses de poulet fermier blanc Label Rouge LOUE,cuisses-de-poulet-fermier-blanc-label-rouge-loue,Viandes et Poissons,,5.74 € / KG
Morceaux de poulet blanc LE GAULOIS,morceaux-de-poulet-blanc-le-gaulois,Viandes et Poissons,,8.25 € / KG
Filet de poulet blanc LE GAULOIS,filet-de-poulet-blanc-le-gaulois,Viandes et Poissons,,10.25 € / KG
Filets de poulet Bio LOUE,filets-de-poulet-bio-loue,Viandes et Poissons,,12.20 € / KG
Filet de poulet blanc LES VOLAILLES DE NOS REGIONS,filet-de-poulet-blanc-les-volailles-de-nos-regions,Viandes et Poissons,,12.48 € / KG
Poulet jaune ROYAL BERNARD,poulet-jaune-royal-bernard,Viandes et Poissons,,5.43 € / KG
Pilons de poulet ROYAL BERNARD,pilons-de-poulet-royal-bernard,Viandes et Poissons,,6.54 € / KG
Filet de poulet jaune ROYAL,filet-de-poulet-jaune-royal,Viandes et Poissons,,11.06 € / KG
Filets de poulet ROYAL BERNARD,filets-de-poulet-royal-bernard,Viandes et Poissons,,13.96 € / KG
Filet de poulet ROYAL,filet-de-poulet-royal,Viandes et Poissons,,11.98 € / KG
Petit farcis de volaille ail et fines herbes ROYAL,petit-farcis-de-volaille-ail-et-fines-herbes-royal,Viandes et Poissons,,14.90 € / KG
Petit farcis de volaille à la provençale  ROYAL,petit-farcis-de-volaille-a-la-provencale-royal,Viandes et Poissons,,14.90 € / KG
Filets de poulet LA REGION DU GOUT,filets-de-poulet-la-region-du-gout,Viandes et Poissons,FRANCE,11.90 € / KG
Poulet fermier jaune ROYAL BERNARD,poulet-fermier-jaune-royal-bernard,Viandes et Poissons,,8.17 € / KG
Cuisses de poulet jaune MAISTRE BERNARD,cuisses-de-poulet-jaune-maistre-bernard,Viandes et Poissons,,7.09 € / KG
Poulet jaune fermier de la Champagne Label Rouge,poulet-jaune-fermier-de-la-champagne-label-rouge,Viandes et Poissons,,5.80 € / KG
Poulet fermier blanc Label Rouge LICQUES VOLAILLES,poulet-fermier-blanc-label-rouge-licques-volailles,Viandes et Poissons,,12.07 € / KG
Filet de poulet VOLAILLE FRANCAISE,filet-de-poulet-volaille-francaise,Viandes et Poissons,FRANCE,11.17 € / KG
Poulet fermier jaune PAC Label Rouge,poulet-fermier-jaune-pac-label-rouge,Viandes et Poissons,,12.45 € / KG
Poulet fermier blanc PAC Label Rouge,poulet-fermier-blanc-pac-label-rouge,Viandes et Poissons,,12.45 € / KG
Aiguillette de poulet jaune POULET D ICI,aiguillette-de-poulet-jaune-poulet-d-ici,Viandes et Poissons,,16.67 € / KG
Filet de poulet  jaune POULET D ICI,filet-de-poulet-jaune-poulet-d-ici,Viandes et Poissons,,13.04 € / KG
Pilons de poulet jaune POULET D ICI,pilons-de-poulet-jaune-poulet-d-ici,Viandes et Poissons,,5.26 € / KG
