"Date";"title";"slug";"product_family";"origin";"price";"total_kg_co2";"total_kg_co2_farming";"total_kg_co2_processing";"total_kg_co2_packaging";"total_kg_co2_transport";"total_kg_co2_retail";"total_kg_co2_consumption"
"31/03/2024";"Lunettes  à la myrtille Bio CARREFOUR BIO";"lunettes-a-la-myrtille-bio-carrefour-bio";"Epicerie sucrée";"";2.29;0.184;0.129;0.0;0.0;0.0492;0.0041;0.002
"22/03/2024";"Champignons de Paris pieds et morceaux CARREFOUR CLASSIC'";"champignons-de-paris-pieds-et-morceaux-carrefour-classic";"Epicerie salée";"";1.99;2.13;1.98;0.0001;0.0;0.103;0.0193;0.0278
"25/11/2024";"Vin Rouge A.O.P. Bourgogne Pinot Noir COUVENT DES VISITANDINES";"vin";"Boissons";"";9.99;0.952;0.226;0.0248;0.509;0.175;0.0118;0.0051
"25/12/2024";"Glaces vanille chocolat CARREFOUR CLASSIC'";"yaourt";"Surgelés";"";3.49;0.852;0.463;0.0684;0.19;0.111;0.0166;0.0031
"22/04/2022";"Café capsules  compatible Dolce Gusto  intensité 9   NESCAFE DOLCE GUSTO";"cafe";"Epicerie sucrée";"";4.95;0.0661;0.0453;0.0019;0.0134;0.0042;0.0001;0.0012
"04/01/2023";"Vin Blanc A.O.P. Menetou-Salon ERIC BRISSEZ SENNEDOT LA TUILERIE";"vin";"Boissons";"";10.55;0.951;0.226;0.0248;0.509;0.175;0.0118;0.0051
"07/04/2024";"Thon blanc au naturel PETIT NAVIRE";"thon-blanc-au-naturel-petit-navire";"Epicerie salée";"";3.99;0.698;0.505;0.0;0.0657;0.12;0.0057;0.001
"03/11/2022";"Epinards hachés CARREFOUR CLASSIC'";"epinards-haches-carrefour-classic";"Surgelés";"";1.35;0.423;0.12;0.0;0.0;0.246;0.0466;0.01
"29/12/2023";"Vin Rouge A.O.P. Beaumes-de-Venise LA CAVE D'AUGUSTIN FLORENT";"vin";"Boissons";"";7.95;0.952;0.226;0.0248;0.509;0.175;0.0118;0.0051
"13/02/2022";"Bleu de Brebis LOU PERAC";"fromage";"Crèmerie et Produits laitiers";"";2.3;0.733;0.609;0.0339;0.053;0.032;0.0046;0.0008
"05/03/2022";"Steak Haché Pur Bœuf 10%MG Authentique CHARAL";"steak-hache-pur-boeuf-10-mg-authentique-charal";"Surgelés";"";13.79;28.0;27.3;0.0889;0.217;0.308;0.044;0.0343
"11/08/2023";"Pommes de terre primeur de Noirmoutier";"pommes-de-terre-primeur-de-noirmoutier";"Fruits et Légumes";"FRANCE";4.99;0.815;0.183;0.0002;0.0;0.523;0.0437;0.0645
"08/05/2024";"Thé vert mangue abricot LIPTON";"the";"Epicerie sucrée";"";2.79;0.0014;0.0007;0.0;0.0002;0.0001;0.0;0.0004
"07/06/2022";"Pizza tartiflette LA PIZZA DE MANOSQUE";"pizza-tartiflette-la-pizza-de-manosque";"Surgelés";"";10.99;6.15;4.56;0.479;0.434;0.443;0.0713;0.162
"29/12/2024";"Biscuit sablé Beurre Sans Gluten GERBLE";"biscuit-sable-beurre-sans-gluten-gerble";"Epicerie sucrée";"";3.55;1.38;1.27;0.0088;0.0217;0.0712;0.0071;0.0012
"25/11/2023";"Fromage de chèvre au lait cru";"fromage";"Crèmerie et Produits laitiers";"";7.95;1.76;1.46;0.0814;0.127;0.0767;0.011;0.002
"29/04/2022";"Tablette de chocolat Noir Délice Pistache LINDT CREATION";"tablette-de-chocolat-noir-delice-pistache-lindt-creation";"Epicerie sucrée";"";3.05;0.184;0.0998;0.0227;0.0361;0.0227;0.0027;0.0
"26/07/2024";"Yaourt nature bifidus  FERME DE BASSIGNAC";"yaourt-nature-bifidus-ferme-de-bassignac";"Crèmerie et Produits laitiers";"";2.29;0.947;0.515;0.076;0.211;0.124;0.0185;0.0034
"16/10/2023";"Biscuits fourrés et nappés au chocolat au lait Mini Rollos Pepito LU";"biscuits-fourres-et-nappes-au-chocolat-au-lait-mini-rollos-pepito-lu";"Epicerie sucrée";"";1.79;1.77;1.5;0.0749;0.162;0.0249;0.0083;0.0
"09/05/2023";"Vinaigre d'alcool surfin  TETE NOIRE";"vinaigre-d-alcool-surfin-tete-noire";"Epicerie salée";"";2.19;1.9;0.452;0.0497;1.02;0.35;0.0235;0.0102
"15/10/2022";"Fromage Neufchâtel fermier affiné AOP";"fromage";"Crèmerie et Produits laitiers";"";2.2;1.17;0.974;0.0543;0.0849;0.0511;0.0074;0.0014
"12/09/2023";"Chocolat noir s/sucres KARELEA";"chocolat-noir-s-sucres-karelea";"Epicerie sucrée";"";2.79;0.789;0.669;0.0333;0.0722;0.0111;0.0037;0.0
"02/03/2022";"Tablette De Chocolat Au Lait 56% Cacao Pérou Bio ETHIQUABLE";"tablette-de-chocolat-au-lait-56-cacao-perou-bio-ethiquable";"Epicerie sucrée";"";2.99;0.123;0.0665;0.0151;0.0241;0.0152;0.0018;0.0
"28/10/2024";"Riz au lait  rhum raisins LA LAITIERE";"riz-au-lait-rhum-raisins-la-laitiere";"Crèmerie et Produits laitiers";"";2.15;0.53;0.374;0.0057;0.0442;0.0985;0.0075;0.0
"17/05/2023";"Café en Capsules Espresso Intensité 5 Compatibles Dolce Gusto NESCAFE DOLCE GUSTO";"cafe";"Epicerie sucrée";"";27.59;0.336;0.23;0.0096;0.0681;0.0212;0.0005;0.0059
"10/12/2022";"Vin blanc  Chablis 1er Cru  WILLIAM NAHAN";"vin";"Boissons";"";20.89;0.952;0.226;0.0248;0.509;0.175;0.0118;0.0051
"10/08/2022";"Vin blanc  vin de pays du Val de Loire Chardonnay  DOMAINE DE LA GARNIERE";"vin";"Boissons";"";4.25;0.951;0.226;0.0248;0.509;0.175;0.0118;0.0051
"10/03/2024";"Soda cola saveur vanille CARREFOUR SENSATION";"soda";"Boissons";"";1.25;0.493;0.0902;0.013;0.138;0.209;0.0363;0.0068
"23/05/2024";"Yaourt brassé fermier sur lit de pruneaux VIEILLE ABBAYE";"yaourt-brasse-fermier-sur-lit-de-pruneaux-vieille-abbaye";"Crèmerie et Produits laitiers";"";2.49;0.517;0.32;0.0;0.0;0.149;0.008;0.0403
"28/08/2024";"Lait  frais demi-écrémé marguerite CANDIA";"lait";"Crèmerie et Produits laitiers";"";1.65;1.15;0.812;0.0124;0.0959;0.214;0.0162;0.0
"04/06/2022";"Vin rouge AOP Valençay  DOMAINE FOUCHER LEBRUN";"vin";"Boissons";"";5.85;0.952;0.226;0.0248;0.509;0.175;0.0118;0.0051
"03/06/2023";"Bonbons réglisse douce AUZIER CHABERNAC";"bonbons-reglisse-douce-auzier-chabernac";"Produits régionaux et locaux";"";4.89;0.372;0.18;0.0758;0.0578;0.0528;0.0052;0.0
"26/06/2022";"Sirop concentré de citron et citron vert LA MAISON GUIOT";"soda";"Boissons";"";3.79;0.247;0.0451;0.0065;0.069;0.105;0.0182;0.0034
"01/06/2022";"Vin Rouge de France Cabernet Sauvignon LA FRANCETTE";"vin";"Boissons";"";12.09;6.34;1.5;0.165;3.39;1.16;0.0784;0.0341
"12/07/2024";"Bière Aromatisée à un spiritueux à base d'Agave DESPERADOS";"biere";"Produits du monde";"";14.89;5.33;0.316;1.08;2.46;1.31;0.144;0.027
"23/03/2023";"Cake fourré fraise Sans Gluten GERBLE";"cake-fourre-fraise-sans-gluten-gerble";"Epicerie sucrée";"";4.55;0.322;0.175;0.0397;0.0631;0.0398;0.0046;0.0
"12/02/2022";"Vin Rouge Sud-Ouest Cahors CLOS LA COUTALE";"vin";"Boissons";"";7.35;0.952;0.226;0.0248;0.509;0.175;0.0118;0.0051
"02/03/2022";"Café Soluble Nes NESCAFE";"cafe";"Epicerie sucrée";"";3.35;0.0635;0.0436;0.0018;0.0129;0.004;0.0001;0.0011
"10/09/2023";"Hachés colin d'Alaska courgettes/carottes CARREFOUR EXTRA";"haches-colin-d-alaska-courgettes-carottes-carrefour-extra";"Surgelés";"";4.19;0.151;0.0315;0.0;0.0;0.0995;0.0072;0.0123
"26/07/2024";"Tablette de pure pâte bio de cacao 100% NATURALINE";"tablette-de-pure-pate-bio-de-cacao-100-naturaline";"Epicerie sucrée";"";3.34;0.123;0.0665;0.0151;0.0241;0.0152;0.0018;0.0
"09/09/2023";"Crème dessert caramel salé lit de chocolat DANETTE";"yaourt";"Crèmerie et Produits laitiers";"";1.65;0.947;0.515;0.076;0.211;0.124;0.0185;0.0034
"23/12/2022";"Haricots beurre  extra fins D'AUCY";"haricots-beurre-extra-fins-d-aucy";"Epicerie salée";"";1.49;1.74;1.6;0.011;0.0273;0.0896;0.0089;0.0015
"18/04/2022";"Pavés de saumon avec peau sans arête";"paves-de-saumon-avec-peau-sans-arete";"Viandes et Poissons";"ROYAUME-UNI";8.99;1.39;1.04;0.0069;0.117;0.213;0.0102;0.0017
"02/11/2023";"Cappuccino soluble   vanille  NESCAFE";"cappuccino-soluble-vanille-nescafe";"Epicerie sucrée";"";4.69;0.339;0.184;0.0417;0.0664;0.0418;0.0049;0.0
"01/09/2023";"Bonbons Happy Life HARIBO";"bonbons-happy-life-haribo";"Epicerie sucrée";"";1.89;0.409;0.198;0.0834;0.0636;0.058;0.0057;0.0
"13/08/2023";"Noix de cajou poivre de Tellicherry DACO BELLO";"noix-de-cajou-poivre-de-tellicherry-daco-bello";"Fruits et Légumes";"INDES";4.85;0.823;0.614;0.0;0.0752;0.0592;0.0098;0.0646
"06/08/2024";"Infusion bio Marchand de sable CLIPPER";"the";"Epicerie sucrée";"";2.69;0.0013;0.0007;0.0;0.0002;0.0001;0.0;0.0003
"12/05/2024";"Nuxor Assortiment Chocolats LINDT";"nuxor-assortiment-chocolats-lindt";"Epicerie sucrée";"";6.5;1.18;1.0;0.05;0.108;0.0166;0.0056;0.0
"16/04/2024";"Vin blanc IGP chardonnay CHATEAU PEZILLA";"vin";"Boissons";"";4.85;0.951;0.226;0.0248;0.509;0.175;0.0118;0.0051
"07/01/2022";"Poulet rôti fermier Licques";"poulet-roti-fermier-licques";"Viandes et Poissons";"";11.49;6.84;4.5;1.25;0.567;0.458;0.0609;0.0102
"02/05/2024";"Plateau de myrtille";"plateau-de-myrtille";"Fruits et Légumes";"ORIGINE PAYS TIERS";12.99;0.922;0.645;0.0001;0.0;0.246;0.0205;0.01
"31/03/2023";"Dessert cappuccino au café CARREFOUR ORIGINAL";"dessert-cappuccino-au-cafe-carrefour-original";"Crèmerie et Produits laitiers";"";3.75;0.229;0.157;0.0065;0.0464;0.0145;0.0003;0.004
"10/11/2022";"Dessert crème aux œufs caramel sel CARREFOUR ORIGINAL";"yaourt";"Crèmerie et Produits laitiers";"";1.79;0.757;0.412;0.0607;0.169;0.0987;0.0147;0.0027
"21/02/2024";"Tomates cerises allongées";"tomates-cerises-allongees";"Fruits et Légumes";"ORIGINE PAYS TIERS";5.99;1.74;0.64;0.0001;0.657;0.342;0.0248;0.0806
"16/02/2024";"Chocolat en Poudre Goût Choco Noisette NESQUIK";"the";"Epicerie sucrée";"";4.05;0.0218;0.0112;0.0;0.0032;0.0016;0.0001;0.0058
"25/01/2023";"Barres de chocolat au lait KITKAT";"barres-de-chocolat-au-lait-kitkat";"Epicerie sucrée";"";2.95;1.96;1.66;0.0829;0.18;0.0276;0.0092;0.0
"09/09/2023";"Beurre Isigny AOP de baratte demi-sel REFLETS DE FRANCE";"beurre-isigny-aop-de-baratte-demi-sel-reflets-de-france";"Crèmerie et Produits laitiers";"";3.09;1.98;1.82;0.0125;0.031;0.102;0.0101;0.0017
"22/01/2022";"Café en grains  Classique 100% arabica intensité 7  CARTE NOIRE";"cafe";"Epicerie sucrée";"";15.85;0.636;0.436;0.0181;0.129;0.0402;0.001;0.0112
"23/02/2023";"Vin Rosé Pays Île De Ré";"vin";"Boissons";"";3.9;0.952;0.226;0.0248;0.509;0.175;0.0118;0.0051
"28/01/2023";"Sirop grenadine LA MAISON GUIOT";"soda";"Boissons";"";3.49;0.345;0.0631;0.0091;0.0965;0.146;0.0254;0.0048
"22/12/2024";"Tablette de chocolat pralinoise - dessert POULAIN";"tablette-de-chocolat-pralinoise-dessert-poulain";"Epicerie sucrée";"";3.15;0.221;0.12;0.0272;0.0433;0.0273;0.0032;0.0
"08/04/2022";"Abricots en conversion Bio";"abricots-en-conversion-bio";"Fruits et Légumes";"FRANCE";2.99;0.726;0.174;0.0001;0.329;0.171;0.0124;0.0403
"12/04/2023";"Vin blanc  Monbazillac  DOMAINE DE LA BORDERIE";"vin";"Boissons";"";9.19;0.952;0.226;0.0248;0.509;0.175;0.0118;0.0051
"02/01/2024";"Sorbet Mangue Passion PROMIS JURE";"sorbet-mangue-passion-promis-jure";"Surgelés";"";7.55;3.73;0.048;0.0;0.0;3.65;0.0079;0.0258
"05/12/2023";"Matière grasse laitière à tartiner doux CARREFOUR";"matiere-grasse-laitiere-a-tartiner-doux-carrefour";"Crèmerie et Produits laitiers";"";1.75;0.288;0.203;0.0031;0.024;0.0535;0.0041;0.0
"25/09/2022";"Fromage frais nature 7% MG ETREZ";"fromage-frais-nature-7-mg-etrez";"Crèmerie et Produits laitiers";"";2.15;2.34;1.95;0.108;0.17;0.102;0.0147;0.0027
"10/04/2024";"Bonbons à la crème WERTHER'S";"bonbons-a-la-creme-werther-s";"Epicerie sucrée";"";1.95;0.26;0.126;0.053;0.0404;0.0369;0.0037;0.0
"12/09/2022";"Viande bovine :  Bavette d'Aloyau*** race Limousine REFLETS DE FRANCE";"boeuf";"Viandes et Poissons";"FRANCE";6.49;5.04;4.92;0.016;0.0391;0.0555;0.0079;0.0062
"18/12/2024";"Fromage James Thym Ail 100% Végétal Bio SOJABIO";"fromage";"Crèmerie et Produits laitiers";"";3.25;0.792;0.657;0.0366;0.0573;0.0345;0.005;0.0009
"31/12/2022";"Bière la Cristal IPA BRASSERIE DU MONT BLANC";"biere";"Produits régionaux et locaux";"";7.15;1.33;0.0791;0.27;0.615;0.327;0.0359;0.0068
"14/06/2022";"Thon blanc huile d'olive CONNETABLE";"thon-blanc-huile-d-olive-connetable";"Epicerie salée";"";3.75;0.128;0.0692;0.0157;0.025;0.0158;0.0018;0.0
"13/01/2023";"Café capsules Compatible Nespresso Guatemala intensité 5 By Nespresso STARBUCKS";"cafe";"Epicerie sucrée";"";3.99;0.033;0.0227;0.0009;0.0067;0.0021;0.0001;0.0006
"31/03/2024";"Haricots blancs à la tomate CARREFOUR CLASSIC'";"haricots-blancs-a-la-tomate-carrefour-classic";"Epicerie salée";"";1.19;0.5;0.177;0.0;0.0;0.238;0.02;0.0644
"07/05/2023";"Glace à l'eau sirop fraise FLOUP";"yaourt";"Surgelés";"";3.45;0.947;0.515;0.076;0.211;0.124;0.0185;0.0034
"11/04/2022";"Poivrons coupés rouges & verts KERETS";"poivrons-coupes-rouges-verts-kerets";"Epicerie salée";"";4.4;0.379;0.131;0.0;0.0;0.189;0.0163;0.0427
"21/02/2023";"Lait  entier LES FAYES";"lait";"Crèmerie et Produits laitiers";"";1.17;1.04;0.731;0.0112;0.0863;0.193;0.0146;0.0
"24/04/2022";"Vin Rosé A.O.P. Sable de Camargue Grain de Gris L'ESTIL";"vin";"Boissons";"";5.99;0.951;0.226;0.0248;0.509;0.175;0.0118;0.0051
"03/03/2023";"Pêche blanche vrac Bio Chair blanche";"peche-blanche-vrac-bio-chair-blanche";"Fruits et Légumes";"FRANCE";6.99;0.591;0.18;0.0;0.0;0.314;0.0159;0.0806
"14/02/2024";"Fromage crémeux du jura BADOZ";"fromage";"Crèmerie et Produits laitiers";"";5.3;1.47;1.22;0.0678;0.106;0.0639;0.0092;0.0017
"29/07/2024";"Riz Thai du Plateau de l'I-San TAUREAU AILE";"riz-thai-du-plateau-de-l-i-san-taureau-aile";"Epicerie salée";"";3.19;0.384;0.0841;0.0002;0.0;0.198;0.0206;0.0806
"10/11/2024";"Riz long grain incollable 5 min CARREFOUR CLASSIC'";"riz-long-grain-incollable-5-min-carrefour-classic";"Epicerie salée";"";1.75;0.613;0.333;0.0755;0.12;0.0758;0.0089;0.0
"15/03/2022";"Café capsules  Compatible Dolce Gusto caffe latte  CARREFOUR EXTRA";"cafe";"Epicerie sucrée";"";3.49;0.0985;0.0676;0.0028;0.02;0.0062;0.0001;0.0017
"17/02/2024";"Carottes  et betteraves rapées FLORETTE";"carottes-et-betteraves-rapees-florette";"Fruits et Légumes";"FRANCE";1.85;0.0733;0.0169;0.0;0.0;0.0471;0.0034;0.0058
"24/03/2023";"Graisse de boeuf pour fritures RODA";"graisse-de-boeuf-pour-fritures-roda";"Crèmerie et Produits laitiers";"";5.79;28.0;27.3;0.0889;0.217;0.308;0.044;0.0343
"09/03/2024";"Bière Blonde Non Filtrée Champ Libre GALLIA";"biere";"Boissons";"";25.35;6.74;0.4;1.37;3.11;1.65;0.182;0.0341
"25/08/2024";"Yaourt  nature entier LE PETIT VERSAILLAIS";"yaourt-nature-entier-le-petit-versaillais";"Crèmerie et Produits laitiers";"";1.99;0.0959;0.021;0.0;0.0;0.0495;0.0052;0.0202
"17/04/2023";"Café capsules  Compatibles Nespresso caramel intensité 4  LE TEMPS DES CERISES";"cafe";"Epicerie sucrée";"";2.8;0.0337;0.0231;0.001;0.0068;0.0021;0.0001;0.0006
"10/08/2022";"Sirop saveur Tutti Frutti CARREFOUR SENSATION";"soda";"Boissons";"";2.35;0.37;0.0677;0.0098;0.104;0.157;0.0273;0.0051
"31/05/2023";"Assortiment de Chocolats au lait, noir et blanc belges";"assortiment-de-chocolats-au-lait-noir-et-blanc-belges";"Epicerie sucrée";"";4.59;1.97;1.67;0.0833;0.181;0.0277;0.0093;0.0
"22/09/2023";"Vin  Rouge Bandol Bio  DOMAINE BUNAN";"vin";"Boissons";"";13.7;0.951;0.226;0.0248;0.509;0.175;0.0118;0.0051
"15/08/2022";"Jus de Viande Corsé CHARAL";"boeuf";"Viandes et Poissons";"FRANCE";1.85;2.8;2.73;0.0089;0.0217;0.0308;0.0044;0.0034
"01/07/2022";"Dessert Collection Barista Chocolat Frappé RIANS";"dessert-collection-barista-chocolat-frappe-rians";"Crèmerie et Produits laitiers";"";2.65;1.42;1.2;0.0599;0.13;0.0199;0.0067;0.0
"24/03/2023";"Yaourts 4 fruits DOUCEUR ANGELINE";"yaourts-4-fruits-douceur-angeline";"Crèmerie et Produits laitiers";"";4.35;1.89;1.03;0.152;0.422;0.247;0.0369;0.0068
"18/11/2024";"Coeurs d'artichauts CARREFOUR CLASSIC";"coeurs-d-artichauts-carrefour-classic";"Epicerie salée";"";3.39;1.15;0.277;0.0001;0.0;0.268;0.0247;0.581
"03/10/2023";"Bière Blonde 6,8% LA CHARNUE";"biere";"Boissons";"";2.65;1.01;0.06;0.205;0.466;0.248;0.0273;0.0051
"12/11/2024";"Fromage apéritif Panier de campagne  APERICUBE";"fromage";"Crèmerie et Produits laitiers";"";2.39;0.733;0.609;0.0339;0.053;0.032;0.0046;0.0008
"29/11/2023";"Vin rouge  Brouilly  DOMAINE DES LYS SACRES";"vin";"Boissons";"";9.99;0.952;0.226;0.0248;0.509;0.175;0.0118;0.0051
"27/06/2024";"Fromage burratina x2 L'ITALIE DES FROMAGES";"fromage";"Crèmerie et Produits laitiers";"";5.95;1.47;1.22;0.0678;0.106;0.0639;0.0092;0.0017
"17/12/2023";"Yaourt citron IBASKI";"yaourt-citron-ibaski";"Crèmerie et Produits laitiers";"";2.59;0.382;0.097;0.0;0.0;0.203;0.0128;0.069
"16/10/2023";"Billes Croustillantes 100% Fromage POP! LEERDAMMER";"fromage";"Crèmerie et Produits laitiers";"";1.95;0.399;0.331;0.0185;0.0289;0.0174;0.0025;0.0005
"09/03/2022";"Menu san SUSHI DAILY";"menu-san-sushi-daily";"Viandes et Poissons";"FRANCE";14.95;0.125;0.0273;0.0001;0.0;0.0644;0.0067;0.0262
"09/09/2022";"Café en Grains Maranello Passione Rossa Intensité 10 L'OR ESPRESSO";"cafe";"Epicerie sucrée";"";9.75;0.286;0.196;0.0081;0.058;0.0181;0.0004;0.005
"13/11/2022";"Bière Blanche L'EURELIENNE";"biere";"Produits régionaux et locaux";"";4.65;1.01;0.0599;0.205;0.466;0.248;0.0272;0.0051
"02/01/2024";"Tablette de chocolat Éclat De Fèves De Cacao LINDT EXCELLENCE";"tablette-de-chocolat-eclat-de-feves-de-cacao-lindt-excellence";"Epicerie sucrée";"";2.29;0.123;0.0665;0.0151;0.0241;0.0152;0.0018;0.0
"20/03/2024";"Parmigiano Reggiano Copeaux AOP TREO";"fromage";"Crèmerie et Produits laitiers";"";4.29;0.586;0.487;0.0271;0.0424;0.0256;0.0037;0.0007
"04/01/2024";"Pommes Fuji vrac";"pommes-fuji-vrac";"Fruits et Légumes";"FRANCE";2.99;0.408;0.0919;0.0001;0.0;0.262;0.0219;0.0323
"13/10/2022";"Vin Rouge A.O.P. Sud de France Réserve Corbières GERARD BETRAND";"vin";"Boissons";"";7.99;0.952;0.226;0.0248;0.509;0.175;0.0118;0.0051
"06/03/2024";"Glaces cônes vanille fraise SIMPL";"yaourt";"Surgelés";"";2.09;0.971;0.528;0.0779;0.216;0.127;0.0189;0.0035
"11/05/2024";"Vin rouge  Graves  CHATEAU BACCUS";"vin";"Boissons";"";5.69;0.951;0.226;0.0248;0.509;0.175;0.0118;0.0051
"28/02/2022";"Fromage époisses AOP sélection affineur germain";"fromage";"Crèmerie et Produits laitiers";"";7.95;1.47;1.22;0.0678;0.106;0.0639;0.0092;0.0017
"10/01/2024";"Fromage Extra-Léger à Tartiner Saveur Emmental BRIDELIGHT";"fromage";"Crèmerie et Produits laitiers";"";2.39;1.17;0.974;0.0543;0.0849;0.0511;0.0074;0.0014
"01/12/2023";"Fromage St Sauveur Pur Brebis du Pays-Basque AGOUR";"fromage";"Crèmerie et Produits laitiers";"";5.15;1.29;1.07;0.0597;0.0933;0.0562;0.0081;0.0015
"10/08/2024";"Salade thon boulgour quinoa CARREFOUR CLASSIC'";"salade-thon-boulgour-quinoa-carrefour-classic";"Epicerie salée";"";2.19;0.238;0.187;0.0;0.0095;0.0365;0.0045;0.0
"03/02/2022";"Cappuccino soluble   latte  NESCAFE";"cappuccino-soluble-latte-nescafe";"Epicerie sucrée";"";5.25;0.309;0.168;0.0381;0.0606;0.0382;0.0045;0.0
"12/09/2023";"Biscuits bio Fourrés Citron  BJORG";"biscuits-bio-fourres-citron-bjorg";"Epicerie sucrée";"";4.19;0.172;0.0437;0.0;0.0;0.0914;0.0057;0.0311
"11/10/2024";"Vin blanc  Sauvignon  LE VAL";"vin";"Boissons";"";4.4;0.951;0.226;0.0248;0.509;0.175;0.0118;0.0051
"23/07/2024";"Bière Blanche LEFFE";"biere";"Boissons";"";6.39;2.02;0.12;0.41;0.932;0.495;0.0544;0.0102
"24/10/2023";"Thon listao au naturel et basilic Bio LES MOUETTES D'ARVOR";"thon-listao-au-naturel-et-basilic-bio-les-mouettes-d-arvor";"Epicerie salée";"";3.99;0.598;0.433;0.0;0.0563;0.103;0.0049;0.0008
"02/04/2024";"Fomage James Poivre 5 Baies 100% Végétal Bio SOJABIO";"fromage";"Crèmerie et Produits laitiers";"";3.25;0.792;0.657;0.0366;0.0573;0.0345;0.005;0.0009
"31/03/2024";"Dés de Saumon Aneth Façon Gravlax FJORD KING";"des-de-saumon-aneth-facon-gravlax-fjord-king";"Charcuterie et Traiteur";"FRANCE";4.0;0.556;0.416;0.0028;0.0469;0.0853;0.0041;0.0007
"24/04/2023";"Bière Blonde SABAUDIA";"biere";"Boissons";"";5.99;1.33;0.0791;0.27;0.615;0.327;0.0359;0.0068
"09/06/2022";"Vin Blanc I.G.P. de la Cité de Carcassonne Chardonnay Et Sauvignon L'HERITAGE DE CARILLAN";"vin";"Boissons";"";9.99;3.81;0.903;0.0993;2.04;0.699;0.0471;0.0205
"09/11/2023";"Biscuits tablette chocolat lait SIMPL";"biscuits-tablette-chocolat-lait-simpl";"Epicerie sucrée";"";1.09;0.184;0.0998;0.0226;0.0361;0.0227;0.0027;0.0
"05/11/2022";"Escalope  filet de poulet Bio NATURE DE FRANCE";"escalope-filet-de-poulet-bio-nature-de-france";"Viandes et Poissons";"";7.95;0.912;0.6;0.166;0.0756;0.061;0.0081;0.0014
"26/12/2022";"Dessert cheesecake à la vanille et au chocolat DAIM";"dessert-cheesecake-a-la-vanille-et-au-chocolat-daim";"Crèmerie et Produits laitiers";"";3.79;1.58;1.34;0.0666;0.145;0.0222;0.0074;0.0
"26/01/2024";"Fromage de Brebis CARREFOUR";"fromage";"Crèmerie et Produits laitiers";"";1.79;0.586;0.487;0.0271;0.0424;0.0256;0.0037;0.0007
"24/02/2024";"Crémeux à tartiner Original 100% végétal VIOLIFE";"fromage";"Crèmerie et Produits laitiers";"";2.79;0.879;0.73;0.0407;0.0636;0.0383;0.0055;0.001
"05/05/2022";"Yaourt nature Bio BIOPYRENEES";"yaourt-nature-bio-biopyrenees";"Crèmerie et Produits laitiers";"";1.49;0.871;0.474;0.0699;0.194;0.114;0.017;0.0031
"05/03/2024";"Gésier de canard confit entier";"gesier-de-canard-confit-entier";"Viandes et Poissons";"";7.45;2.42;1.82;0.312;0.142;0.108;0.0152;0.0268
"05/02/2024";"Yaourts chocolat GIRALP";"yaourts-chocolat-giralp";"Crèmerie et Produits laitiers";"";3.29;3.94;3.34;0.167;0.361;0.0554;0.0185;0.0
"31/05/2024";"Vin Rouge de l'Union Européenne VIEUX PAPES";"vin";"Boissons";"";11.9;6.34;1.51;0.166;3.4;1.17;0.0785;0.0341
"11/08/2023";"Vin Blanc Loire Touraine Sauvignon Blanc AOC SECRETS DE CHAI";"vin";"Boissons";"";4.75;0.952;0.226;0.0248;0.51;0.175;0.0118;0.0051
"18/07/2023";"Cordons bleus bio de volaille NATURE DE FRANCE";"cordons-bleus-bio-de-volaille-nature-de-france";"Viandes et Poissons";"";6.15;0.0767;0.0168;0.0;0.0;0.0396;0.0041;0.0161
"03/06/2022";"Cordon bleu Halal ISLA DELICE";"cordon-bleu-halal-isla-delice";"Viandes et Poissons";"";8.45;0.981;0.533;0.121;0.193;0.121;0.0142;0.0
"18/03/2022";"Pizza bolo di mozza PIZZAS DELAMAMA";"pizza-bolo-di-mozza-pizzas-delamama";"Surgelés";"";4.79;2.12;1.57;0.165;0.149;0.152;0.0245;0.0557
"16/01/2024";"Panais vrac";"panais-vrac";"Fruits et Légumes";"FRANCE";2.99;0.494;0.0941;0.0001;0.0;0.298;0.0215;0.0806
"14/08/2023";"Raclette de Savoie au lait cru REFLETS DE FRANCE";"fromage";"Crèmerie et Produits laitiers";"";5.85;2.05;1.7;0.095;0.149;0.0895;0.0129;0.0024
"01/11/2024";"Ceviche de bœuf CHARAL";"boeuf";"Viandes et Poissons";"FRANCE";5.55;5.6;5.46;0.0178;0.0434;0.0617;0.0088;0.0069
"02/01/2024";"Beaufort Au Lait Cru AOP Affiné de 6 mois POCHAT";"fromage";"Produits régionaux et locaux";"";5.79;1.17;0.974;0.0543;0.0849;0.0511;0.0074;0.0014
"27/04/2024";"Biscuit chocolat au lait Pocket PEPITO";"biscuit-chocolat-au-lait-pocket-pepito";"Epicerie sucrée";"";2.19;1.82;1.54;0.0766;0.166;0.0255;0.0085;0.0
"16/08/2023";"Yaourt à la grecque vanille YAOS";"yaourt-a-la-grecque-vanille-yaos";"Crèmerie et Produits laitiers";"";2.89;0.947;0.515;0.076;0.211;0.124;0.0185;0.0034
"07/06/2022";"Vin Rouge A.O.P. Saint-Joseph TERRE DE VIOLETTE";"vin";"Boissons";"";13.45;0.952;0.226;0.0248;0.509;0.175;0.0118;0.0051
"24/02/2022";"Yaourt de brebis bifidus nature LE PETIT BASQUE";"yaourt-de-brebis-bifidus-nature-le-petit-basque";"Crèmerie et Produits laitiers";"";1.75;0.474;0.258;0.038;0.106;0.0618;0.0092;0.0017
