title;slug;product_family;origin;price;total_g_co2;total_g_co2_farming;total_g_co2_processing;total_g_co2_packaging;total_g_co2_transport;total_g_co2_retail;total_g_co2_consumption
Œuf en Chocolat œufs aux éclats de biscuit ESPRIT DE FETE;oeuf-en-chocolat-oeufs-aux-eclats-de-biscuit-esprit-de-fete;Epicerie sucrée;;3,15;1,58;1,34;0,0666;0,144;0,0222;0,0074;0
Moulage  moulages de Pâques Bio CARREFOUR BIO;moulage-moulages-de-paques-bio-carrefour-bio;Bio et Ecologie;;9,29;0;0;0;0;0;0;0
Moulage  moulages de Pâques Bio CARREFOUR BIO;moulage-moulages-de-paques-bio-carrefour-bio;Epicerie sucrée;;9,29;0;0;0;0;0;0;0
Nougat TURRON DE ALICANTE;nougat-turron-de-alicante;Epicerie sucrée;;2,89;0;0;0;0;0;0;0
Moulage au lait moulage poisson CARREFOUR BIO;moulage-au-lait-moulage-poisson-carrefour-bio;Bio et Ecologie;;4;0,092;0,065;0,001;0,0077;0,0171;0,0013;0
Moulage noir moulage lapin CARREFOUR BIO;moulage-noir-moulage-lapin-carrefour-bio;Bio et Ecologie;;4,19;0,463;0,3;0,0832;0,0378;0,0305;0,0041;0,0071
Moulage blanc moulage lapin CARREFOUR BIO;moulage-blanc-moulage-lapin-carrefour-bio;Bio et Ecologie;;4,19;0,463;0,3;0,0832;0,0378;0,0305;0,0041;0,0071
Œuf en Chocolat œufs cœur au lait ESPRIT DE FETE;oeuf-en-chocolat-oeufs-coeur-au-lait-esprit-de-fete;Epicerie sucrée;;3,15;1,58;1,34;0,0666;0,144;0,0222;0,0074;0
Chocolat fritures  friture noir Bio CARREFOUR BIO;chocolat-fritures-friture-noir-bio-carrefour-bio;Bio et Ecologie;;4,69;1,03;0,869;0,0433;0,0939;0,0144;0,0048;0
Chocolat fritures  friture lait Bio CARREFOUR BIO;chocolat-fritures-friture-lait-bio-carrefour-bio;Epicerie sucrée;;4,69;1,03;0,869;0,0433;0,0939;0,0144;0,0048;0
Moulage au lait poney ESPRIT DE FETE;moulage-au-lait-poney-esprit-de-fete;Epicerie sucrée;;3,29;0,173;0,122;0,0019;0,0144;0,0321;0,0024;0
Œuf en Chocolat  œufs praliné chocolat noir Bio CARREFOUR BIO;oeuf-en-chocolat-oeufs-praline-chocolat-noir-bio-carrefour-bio;Bio et Ecologie;;5,39;1,18;1;0,05;0,108;0,0166;0,0056;0
Moulage chaton chocolat lait ESPRIT DE FETE;moulage-chaton-chocolat-lait-esprit-de-fete;Epicerie sucrée;;3,29;1,18;1;0,05;0,108;0,0166;0,0056;0
Tablette de chocolat au lait CARREFOUR BIO;tablette-de-chocolat-au-lait-carrefour-bio;Epicerie sucrée;;2,99;0,208;0,113;0,0257;0,0409;0,0258;0,003;0
Chocolat  au lait noisettes caramélisés Bio CARREFOUR BIO;chocolat-au-lait-noisettes-caramelises-bio-carrefour-bio;Epicerie sucrée;;3,09;1,34;1,14;0,0566;0,123;0,0188;0,0063;0
Bonbons assortiment de caramels CARREFOUR ORIGINAL;bonbons-assortiment-de-caramels-carrefour-original;Epicerie sucrée;;2,09;0,446;0,216;0,0909;0,0693;0,0633;0,0063;0
Tablette de chocolat lait & éclats de noisettes SIMPL;tablette-de-chocolat-lait-eclats-de-noisettes-simpl;Epicerie sucrée;;3,09;0,491;0,266;0,0605;0,0963;0,0606;0,0071;0
Bonbons assortiment SIMPL;bonbons-assortiment-simpl;Epicerie sucrée;;3,95;1,07;0,519;0,218;0,166;0,152;0,015;0
Bonbons Board' Acid CARREFOUR SENSATION;bonbons-board-acid-carrefour-sensation;Epicerie sucrée;;1,49;0,372;0,18;0,0758;0,0578;0,0528;0,0052;0
Bonbons acidulés saveur fruit CARREFOUR ORIGINAL;bonbons-acidules-saveur-fruit-carrefour-original;Epicerie sucrée;;1,45;0,297;0,144;0,0606;0,0462;0,0422;0,0042;0
Œuf en Chocolat au lait fourrage au praliné ESPRIT DE FETE;oeuf-en-chocolat-au-lait-fourrage-au-praline-esprit-de-fete;Epicerie sucrée;;3,49;1,99;1,69;0,0839;0,182;0,0279;0,0093;0
Chocolat au lait médaille d'or;chocolat-au-lait-medaille-d-or;Epicerie sucrée;;2,99;0,0345;0,0076;0;0;0,0178;0,0019;0,0073
Figurines de Chocolat figurines chocolat au lait ESPRIT DE FETE;figurines-de-chocolat-figurines-chocolat-au-lait-esprit-de-fete;Epicerie sucrée;;2,99;0,986;0,836;0,0416;0,0903;0,0139;0,0046;0
Œuf en Chocolat Ballons chocolatés pralinés ESPRIT DE FETE;oeuf-en-chocolat-ballons-chocolates-pralines-esprit-de-fete;Epicerie sucrée;;3,49;1,58;1,34;0,0666;0,144;0,0222;0,0074;0
Moulage lapin ESPRIT DE FETE;moulage-lapin-esprit-de-fete;Epicerie sucrée;;3,49;0,867;0,562;0,156;0,0708;0,0571;0,0076;0,0134
Biscuits au chocolat & beurre de cacahuete CARREFOUR SENSATION;biscuits-au-chocolat-beurre-de-cacahuete-carrefour-sensation;Epicerie sucrée;;3,19;1,7;1,57;0,0108;0,0267;0,0875;0,0087;0,0015
Barre chocolatée Chocolat au Lait CARREFOUR SENSATION;barre-chocolatee-chocolat-au-lait-carrefour-sensation;Epicerie sucrée;;2,59;1,66;1,4;0,0699;0,152;0,0233;0,0078;0
Chocolat noir SIMPL;chocolat-noir-simpl;Epicerie sucrée;;1,59;1,58;1,34;0,0666;0,144;0,0222;0,0074;0
Bouchées de chocolats lait ESPRIT DE FETE;bouchees-de-chocolats-lait-esprit-de-fete;Epicerie sucrée;;3,99;1,14;0,963;0,0479;0,104;0,016;0,0053;0
Ccocolat de Pâques animaux ESPRIT DE FETE;ccocolat-de-paques-animaux-esprit-de-fete;Epicerie sucrée;;2,49;0;0;0;0;0;0;0
Chocolat poule au lait ESPRIT DE FETE;chocolat-poule-au-lait-esprit-de-fete;Epicerie sucrée;;2,49;0,986;0,836;0,0416;0,0903;0,0139;0,0046;0
Chocolat de Pâques au lait ESPRIT DE FETE;chocolat-de-paques-au-lait-esprit-de-fete;Epicerie sucrée;;2,49;0,986;0,836;0,0416;0,0903;0,0139;0,0046;0
Chocolat clôche au lait ESPRIT DE FETE;chocolat-cloche-au-lait-esprit-de-fete;Epicerie sucrée;;2,49;0,986;0,836;0,0416;0,0903;0,0139;0,0046;0
Figurines de Chocolat figurines au lait ESPRIT DE FETE;figurines-de-chocolat-figurines-au-lait-esprit-de-fete;Epicerie sucrée;;2,29;0,758;0,642;0,032;0,0693;0,0106;0,0036;0
Pièce en chocolat au lait VALDELICE;piece-en-chocolat-au-lait-valdelice;Epicerie sucrée;;1,65;0,789;0,669;0,0333;0,0722;0,0111;0,0037;0
Bonbons œufs fruités VALDELICE;bonbons-oeufs-fruites-valdelice;Epicerie sucrée;;3,29;0,446;0,216;0,0909;0,0693;0,0633;0,0063;0
Bonbon Gorge Irrités Adoucit Goût Menthe Eucalyptus VALDA;bonbon-gorge-irrites-adoucit-gout-menthe-eucalyptus-valda;Epicerie sucrée;;13,6;0,154;0,0246;0,0178;0,0696;0,0049;0,0368;0
Bonbons langues goût fruits;bonbons-langues-gout-fruits;Epicerie sucrée;;10,79;2,23;1,08;0,455;0,347;0,317;0,0314;0
Bonbons fruits sticks, framboise;bonbons-fruits-sticks-framboise;Epicerie sucrée;;1,4;0,0595;0,0288;0,0121;0,0092;0,0084;0,0008;0
Confiserie fruit fraise N.A!;confiserie-fruit-fraise-n-a;Epicerie sucrée;;1,89;0,0204;0,0091;0;0;0,0104;0,0005;0,0004
Barre chocolatée au chocolat au lait   JOYFUEL;barre-chocolatee-au-chocolat-au-lait-joyfuel;Epicerie sucrée;;2,69;0,434;0,368;0,0183;0,0397;0,0061;0,002;0
Barre protéinée chocolat blanc JOYFUEL;barre-proteinee-chocolat-blanc-joyfuel;Epicerie sucrée;;2,69;0,434;0,368;0,0183;0,0397;0,0061;0,002;0
Barre protéinée  chocolat lait et noix de coco JOYFUEL;barre-proteinee-chocolat-lait-et-noix-de-coco-joyfuel;Epicerie sucrée;;2,69;0,434;0,368;0,0183;0,0397;0,0061;0,002;0
Barre protéinée  chocolat noir et noisettes JOYFUEL;barre-proteinee-chocolat-noir-et-noisettes-joyfuel;Epicerie sucrée;;2,69;0,434;0,368;0,0183;0,0397;0,0061;0,002;0
Barre protéinée  chocolat lait cacahuète  JOYFUEL;barre-proteinee-chocolat-lait-cacahuete-joyfuel;Epicerie sucrée;;2,69;0,434;0,368;0,0183;0,0397;0,0061;0,002;0
Complément Alimentaire Chewing Gum Immunité Citron ZOHI;complement-alimentaire-chewing-gum-immunite-citron-zohi;Epicerie sucrée;;2,95;0,0153;0,0039;0;0;0,0081;0,0005;0,0028
Tablette de chocolat au lait POULAIN;tablette-de-chocolat-au-lait-poulain;Epicerie sucrée;;4,35;0,35;0,19;0,0431;0,0686;0,0432;0,005;0
Bonbons family CARAMBAR;bonbons-family-carambar;Epicerie sucrée;;3,35;0,67;0,325;0,136;0,104;0,095;0,0094;0
Bonbons fruits CARAMBAR;bonbons-fruits-carambar;Epicerie sucrée;;2,49;0,476;0,231;0,097;0,0739;0,0675;0,0067;0
Bonbons minis fête CARAMBAR;bonbons-minis-fete-carambar;Epicerie sucrée;;3,75;0,485;0,235;0,0988;0,0753;0,0688;0,0068;0
Bonbons minis mix CARAMBAR;bonbons-minis-mix-carambar;Epicerie sucrée;;2,65;0,364;0,177;0,0742;0,0566;0,0517;0,0051;0
Bonbons atomic CARAMBAR;bonbons-atomic-carambar;Epicerie sucrée;;2,55;0,364;0,177;0,0742;0,0566;0,0517;0,0051;0
Bonbons caranougat CARAMBAR;bonbons-caranougat-carambar;Epicerie sucrée;;2,29;0,476;0,231;0,0969;0,0739;0,0675;0,0067;0
Bonbons gom's fraicheur LA PIE QUI CHANTE;bonbons-gom-s-fraicheur-la-pie-qui-chante;Epicerie sucrée;;2,45;0,394;0,191;0,0803;0,0612;0,0559;0,0055;0
Bonbons gom's saveur LA PIE QUI CHANTE;bonbons-gom-s-saveur-la-pie-qui-chante;Epicerie sucrée;;2,45;0,394;0,191;0,0803;0,0612;0,0559;0,0055;0
Bonbons michoko chocolat au lait et caramel LA PIE QUI CHANTE;bonbons-michoko-chocolat-au-lait-et-caramel-la-pie-qui-chante;Epicerie sucrée;;2,99;0,49;0,238;0,0999;0,0762;0,0696;0,0069;0
Chewing-gum tutti frutti MALABAR;chewing-gum-tutti-frutti-malabar;Epicerie sucrée;;2,55;0;0;0;0;0;0;0
Tablette de chocolat noir extra POULAIN;tablette-de-chocolat-noir-extra-poulain;Epicerie sucrée;;4,29;0,491;0,266;0,0604;0,0963;0,0606;0,0071;0
Tablette de chocolat noir extra aux noisettes POULAIN;tablette-de-chocolat-noir-extra-aux-noisettes-poulain;Epicerie sucrée;;3,25;0,245;0,133;0,0302;0,0481;0,0303;0,0035;0
Tablette de chocolat au lait - fine & gourmande POULAIN;tablette-de-chocolat-au-lait-fine-gourmande-poulain;Epicerie sucrée;;2,09;0,123;0,0665;0,0151;0,0241;0,0152;0,0018;0
Bonbons menthe claire à la menthe LUTTI;bonbons-menthe-claire-a-la-menthe-lutti;Epicerie sucrée;;2,39;0,595;0,289;0,121;0,0925;0,0845;0,0084;0
Bonbons stoptou au réglisse LA PIE QUI CHANTE;bonbons-stoptou-au-reglisse-la-pie-qui-chante;Epicerie sucrée;;3,25;0,669;0,325;0,136;0,104;0,095;0,0094;0
Bonbons regal'ad assortiment aux fruits KREMA;bonbons-regal-ad-assortiment-aux-fruits-krema;Epicerie sucrée;;3,59;0,565;0,274;0,115;0,0878;0,0802;0,0079;0
Bonbons festival assortiment KREMA;bonbons-festival-assortiment-krema;Epicerie sucrée;;2,85;0,535;0,26;0,109;0,0831;0,0759;0,0075;0
Bonbons festival assortiment KREMA;bonbons-festival-assortiment-krema;Epicerie sucrée;;4,39;0,877;0,425;0,179;0,136;0,125;0,0123;0
Bonbons bubble mix chewing gum MALABAR;bonbons-bubble-mix-chewing-gum-malabar;Epicerie sucrée;;2,45;0,292;0,159;0,036;0,0573;0,0361;0,0042;0
Tablette de chocolat pralinoise - dessert POULAIN;tablette-de-chocolat-pralinoise-dessert-poulain;Epicerie sucrée;;3,15;0,221;0,12;0,0272;0,0433;0,0273;0,0032;0
Bonbons sucettes au caramel CARAMBAR;bonbons-sucettes-au-caramel-carambar;Epicerie sucrée;;2,49;0,232;0,113;0,0473;0,036;0,0329;0,0033;0
Tablette de chocolat noir bio POULAIN;tablette-de-chocolat-noir-bio-poulain;Epicerie sucrée;;3,49;0,209;0,113;0,0257;0,0409;0,0258;0,003;0
Tablette de chocolat noir doux POULAIN;tablette-de-chocolat-noir-doux-poulain;Epicerie sucrée;;3,25;0,233;0,126;0,0287;0,0457;0,0288;0,0034;0
Bonbons caramoellow guimauve chocolat et caramel CARAMBAR;bonbons-caramoellow-guimauve-chocolat-et-caramel-carambar;Epicerie sucrée;;2,59;0,238;0,115;0,0485;0,037;0,0338;0,0033;0
Bonbons fruits rouges KREMA;bonbons-fruits-rouges-krema;Epicerie sucrée;;2,69;0,357;0,173;0,0727;0,0554;0,0506;0,005;0
Bonbons mini caramel tendre CARAMBAR;bonbons-mini-caramel-tendre-carambar;Epicerie sucrée;;2,39;0,35;0,17;0,0713;0,0544;0,0497;0,0049;0
Tablette de chocolat noir extra aux biscuits saint-michel POULAIN;tablette-de-chocolat-noir-extra-aux-biscuits-saint-michel-poulain;Epicerie sucrée;;3,25;0,233;0,126;0,0287;0,0457;0,0288;0,0034;0
Tablette de chocolat noir - dessert POULAIN;tablette-de-chocolat-noir-dessert-poulain;Epicerie sucrée;;3,99;0,442;0,24;0,0544;0,0866;0,0546;0,0064;0
Bonbons bubblizz dooo LUTTI;bonbons-bubblizz-dooo-lutti;Epicerie sucrée;;2,15;0,298;0,145;0,0608;0,0463;0,0423;0,0042;0
Tablette de Chocolat Blanc Croustillant POULAIN;tablette-de-chocolat-blanc-croustillant-poulain;Epicerie sucrée;;1,89;0,117;0,0632;0,0144;0,0229;0,0144;0,0017;0
Bonbons scoubidou aux fruits LUTTI;bonbons-scoubidou-aux-fruits-lutti;Epicerie sucrée;;2,29;0,297;0,144;0,0606;0,0462;0,0422;0,0042;0
Tablette de chocolat noir maxi feuilleté et noisettes POULAIN;tablette-de-chocolat-noir-maxi-feuillete-et-noisettes-poulain;Epicerie sucrée;;2,99;0,233;0,126;0,0287;0,0457;0,0288;0,0034;0
Tablette de chocolat noir maxi caramel et amandes POULAIN;tablette-de-chocolat-noir-maxi-caramel-et-amandes-poulain;Epicerie sucrée;;2,99;0,233;0,126;0,0287;0,0457;0,0288;0,0034;0
Bonbons bubblizz piquants LUTTI;bonbons-bubblizz-piquants-lutti;Epicerie sucrée;;1,89;0,337;0,163;0,0686;0,0523;0,0478;0,0047;0
Bonbons caramel CARAMBAR;bonbons-caramel-carambar;Epicerie sucrée;;1,99;0,268;0,13;0,0545;0,0416;0,038;0,0038;0
Bonbons cerise KREMA;bonbons-cerise-krema;Epicerie sucrée;;2,45;0,357;0,173;0,0727;0,0554;0,0506;0,005;0
Bonbons bubblizz mini surf piquants LUTTI;bonbons-bubblizz-mini-surf-piquants-lutti;Epicerie sucrée;;1,89;0,268;0,13;0,0545;0,0416;0,038;0,0038;0
Tablette de chocolat blanc maxi noisettes POULAIN;tablette-de-chocolat-blanc-maxi-noisettes-poulain;Epicerie sucrée;;3,49;0,233;0,126;0,0287;0,0457;0,0288;0,0034;0
Bonbons peach & love à la pêche LUTTI;bonbons-peach-love-a-la-peche-lutti;Epicerie sucrée;;1,75;0,335;0,162;0,0682;0,052;0,0475;0,0047;0
Bonbons assortiment frui'andise aux fruits LA PIE QUI CHANTE;bonbons-assortiment-frui-andise-aux-fruits-la-pie-qui-chante;Epicerie sucrée;;2,38;0,372;0,18;0,0758;0,0578;0,0528;0,0052;0
Bonbons funny safary aux fruits LUTTI;bonbons-funny-safary-aux-fruits-lutti;Epicerie sucrée;;1,6;0,289;0,14;0,0589;0,0449;0,041;0,0041;0
Bonbons funny frog aux fruits LUTTI;bonbons-funny-frog-aux-fruits-lutti;Epicerie sucrée;;1,6;0,26;0,126;0,053;0,0404;0,0369;0,0037;0
Bonbons assortiment délice aux fruits LA PIE QUI CHANTE;bonbons-assortiment-delice-aux-fruits-la-pie-qui-chante;Epicerie sucrée;;2,38;0,372;0,18;0,0758;0,0578;0,0528;0,0052;0
Tablette de chocolat au lait maxi feuilleté et noisettes POULAIN;tablette-de-chocolat-au-lait-maxi-feuillete-et-noisettes-poulain;Epicerie sucrée;;2,99;0,233;0,126;0,0287;0,0457;0,0288;0,0034;0
Bonbon fun fizz LUTTI;bonbon-fun-fizz-lutti;Epicerie sucrée;;4,69;0;0;0;0;0;0;0
Bonbon happy fizz LUTTI;bonbon-happy-fizz-lutti;Epicerie sucrée;;4,69;0;0;0;0;0;0;0
Bonbon cool fizz LUTTI;bonbon-cool-fizz-lutti;Epicerie sucrée;;4,69;0;0;0;0;0;0;0
Bonbons mini-tubs fizz piquants aux fruits LUTTI;bonbons-mini-tubs-fizz-piquants-aux-fruits-lutti;Epicerie sucrée;;2,15;0,372;0,18;0,0758;0,0578;0,0528;0,0052;0
Carambar cara pop CARAMBAR;carambar-cara-pop-carambar;Epicerie sucrée;;3,59;0;0;0;0;0;0;0
Carambar cara fruity CARAMBAR;carambar-cara-fruity-carambar;Epicerie sucrée;;3,59;0;0;0;0;0;0;0
Carambar cara cool CARAMBAR;carambar-cara-cool-carambar;Epicerie sucrée;;3,59;0;0;0;0;0;0;0
Bonbons Maxi Flex Colors LUTTI;bonbons-maxi-flex-colors-lutti;Epicerie sucrée;;1,85;0,335;0,162;0,0682;0,052;0,0475;0,0047;0
Pate de coing LUSITANA;pate-de-coing-lusitana;Epicerie sucrée;;2;0,253;0,0468;0;0;0,163;0,0072;0,0363
Chocolat noir bio Noir intense ALTER ECO;chocolat-noir-bio-noir-intense-alter-eco;Bio et Ecologie;;2,45;0,789;0,669;0,0333;0,0722;0,0111;0,0037;0
Chocolat au lait bio Doux et fondant  ALTER ECO;chocolat-au-lait-bio-doux-et-fondant-alter-eco;Epicerie sucrée;;2,75;0,789;0,669;0,0333;0,0722;0,0111;0,0037;0
Chocolat au lait bio Lait noisettes entières ALTER ECO;chocolat-au-lait-bio-lait-noisettes-entieres-alter-eco;Epicerie sucrée;;2,75;0,789;0,669;0,0333;0,0722;0,0111;0,0037;0
Tablette de Chocolat Noir Eclat d'Amande Bio ALTER ECO;tablette-de-chocolat-noir-eclat-d-amande-bio-alter-eco;Epicerie sucrée;;2,49;0,123;0,0666;0,0151;0,0241;0,0152;0,0018;0
Tablette de Chocolat Noir Ecorces d'Orange Bio ALTER ECO;tablette-de-chocolat-noir-ecorces-d-orange-bio-alter-eco;Epicerie sucrée;;2,35;0,123;0,0665;0,0151;0,0241;0,0152;0,0018;0
Tablette de Chocolat Pâtissier Dessert Noir Bio ALTER ECO;tablette-de-chocolat-patissier-dessert-noir-bio-alter-eco;Epicerie sucrée;;2,95;0,245;0,133;0,0302;0,0481;0,0303;0,0035;0
Chocolat noir bio 85% pérou ALTER ECO;chocolat-noir-bio-85-perou-alter-eco;Epicerie sucrée;;2,35;0,789;0,669;0,0333;0,0722;0,0111;0,0037;0
Chocolat noir bio Eclat de menthe ALTER ECO;chocolat-noir-bio-eclat-de-menthe-alter-eco;Epicerie sucrée;;2,29;0,789;0,669;0,0333;0,0722;0,0111;0,0037;0
Tablette de Chocolat Noir Quinoa Soufflé Bio ALTER ECO;tablette-de-chocolat-noir-quinoa-souffle-bio-alter-eco;Epicerie sucrée;;2,59;0,123;0,0665;0,0151;0,0241;0,0152;0,0018;0
Chocolat noir bio fèves de cacao ALTER ECO;chocolat-noir-bio-feves-de-cacao-alter-eco;Epicerie sucrée;;2,69;0,789;0,669;0,0333;0,0722;0,0111;0,0037;0
Chocolat au lait bio Caramel beurre salé ALTER ECO;chocolat-au-lait-bio-caramel-beurre-sale-alter-eco;Epicerie sucrée;;3,15;0,791;0,729;0,005;0,0124;0,0407;0,004;0,0007
Tablette de Chocolat Noir 90% Pérou Bio ALTER ECO;tablette-de-chocolat-noir-90-perou-bio-alter-eco;Epicerie sucrée;;2,55;0,123;0,0665;0,0151;0,0241;0,0151;0,0018;0
Chocolat noir bio Sel rose de l'himalaya ALTER ECO;chocolat-noir-bio-sel-rose-de-l-himalaya-alter-eco;Epicerie sucrée;;2,69;0,789;0,669;0,0333;0,0722;0,0111;0,0037;0
Chocolat noir bio Noisettes entières ALTER ECO;chocolat-noir-bio-noisettes-entieres-alter-eco;Epicerie sucrée;;4,65;1,58;1,34;0,0666;0,144;0,0222;0,0074;0
Chocolat noir bio Amandes entières ALTER ECO;chocolat-noir-bio-amandes-entieres-alter-eco;Epicerie sucrée;;4,75;1,97;1,67;0,0833;0,181;0,0277;0,0093;0
Chocolat noir bio 80% République dominicaine ALTER ECO;chocolat-noir-bio-80-republique-dominicaine-alter-eco;Epicerie sucrée;;2,79;0,789;0,669;0,0333;0,0722;0,0111;0,0037;0
Chocolat noir bio Eclat de Gingembre  ALTER ECO;chocolat-noir-bio-eclat-de-gingembre-alter-eco;Epicerie sucrée;;2,65;0,789;0,669;0,0333;0,0722;0,0111;0,0037;0
Chocolat noir bio Fruit de la passion ALTER ECO;chocolat-noir-bio-fruit-de-la-passion-alter-eco;Epicerie sucrée;;2,95;0,789;0,669;0,0333;0,0722;0,0111;0,0037;0
Chocolat noir bio 70% Honduras ALTER ECO;chocolat-noir-bio-70-honduras-alter-eco;Epicerie sucrée;;3,15;0,789;0,669;0,0333;0,0722;0,0111;0,0037;0
Chocolat noir bio éclats de framboises ALTER ECO;chocolat-noir-bio-eclats-de-framboises-alter-eco;Epicerie sucrée;;2,99;0,789;0,669;0,0333;0,0722;0,0111;0,0037;0
Chocolat noir bio Éclats de café ALTER ECO;chocolat-noir-bio-eclats-de-cafe-alter-eco;Epicerie sucrée;;2,99;0,0795;0,0545;0,0023;0,0161;0,005;0,0001;0,0014
Chocolat noir bio Noisettes muesli caramel ALTER ECO;chocolat-noir-bio-noisettes-muesli-caramel-alter-eco;Epicerie sucrée;;4,19;1,18;1;0,05;0,108;0,0166;0,0056;0
Chocolat noir bio 100% cacao éclat d'orange ALTER ECO;chocolat-noir-bio-100-cacao-eclat-d-orange-alter-eco;Bio et Ecologie;;2,85;0,71;0,602;0,03;0,065;0,01;0,0033;0
Marrons  glacés DOUCEURS PROVENCALES;marrons-glaces-douceurs-provencales;Epicerie sucrée;;12,99;0;0;0;0;0;0;0
Marrons glacés DOUCEURS PROVENCALES;marrons-glaces-douceurs-provencales;Epicerie sucrée;;17,55;0;0;0;0;0;0;0
Marrons glacés L'ARTISAN PROVENCAL;marrons-glaces-l-artisan-provencal;Produits régionaux et locaux;;20;0;0;0;0;0;0;0
Marrons glacés gros morceaux;marrons-glaces-gros-morceaux;Epicerie sucrée;;19,39;0;0;0;0;0;0;0
Bonbons marrons glacés L'ARTISAN PROVENCAL;bonbons-marrons-glaces-l-artisan-provencal;Produits régionaux et locaux;;11,5;0,372;0,18;0,0758;0,0578;0,0528;0,0052;0
Marrons glacés ARTISAN PROVENCAL;marrons-glaces-artisan-provencal;Epicerie sucrée;;15,9;0;0;0;0;0;0;0
Bonbons au miel;bonbons-au-miel;Epicerie sucrée;;4,95;0,372;0,18;0,0758;0,0578;0,0528;0,0052;0
Nougat au miel;nougat-au-miel;Epicerie sucrée;;6,19;0;0;0;0;0;0;0
Nougat au miel;nougat-au-miel;Epicerie sucrée;;7,65;0;0;0;0;0;0;0
Chocolat noir 72% sans sucres KARELEA;chocolat-noir-72-sans-sucres-karelea;Epicerie sucrée;;2,99;0,929;0,787;0,0392;0,085;0,013;0,0044;0
Nougat blanc tendre DEUX FRERES;nougat-blanc-tendre-deux-freres;Epicerie sucrée;;6,65;0;0;0;0;0;0;0
Nougat 6 saveurs MAISON JONQUIER;nougat-6-saveurs-maison-jonquier;Epicerie sucrée;;12,29;0,114;0,0726;0;0,0076;0,0292;0,0043;0
Nougat blanc et noir DELICES DE MON ENFANCE;nougat-blanc-et-noir-delices-de-mon-enfance;Epicerie sucrée;;9,55;0;0;0;0;0;0;0
Panier Provençal DELICES MON ENFANCE;panier-provencal-delices-mon-enfance;Epicerie sucrée;;21,75;0;0;0;0;0;0;0
Bonbons nougat blanc LES DELICES DE MON ENFANCE;bonbons-nougat-blanc-les-delices-de-mon-enfance;Produits régionaux et locaux;;5,99;0,297;0,144;0,0606;0,0462;0,0422;0,0042;0
Nougat  noir LES DELICES DE MON ENFANCE;nougat-noir-les-delices-de-mon-enfance;Epicerie sucrée;;6,39;0;0;0;0;0;0;0
Nougat blanc DELICES DE MON ENFANCE;nougat-blanc-delices-de-mon-enfance;Epicerie sucrée;;8,15;0;0;0;0;0;0;0
Bonbons nougat blanc LES DELICES DE MON ENFANCE;bonbons-nougat-blanc-les-delices-de-mon-enfance;Produits régionaux et locaux;;12,85;0,595;0,288;0,121;0,0924;0,0844;0,0084;0
Chocolats bouchons marc Champagne LA CHAMPAGNE GOURMANDE;chocolats-bouchons-marc-champagne-la-champagne-gourmande;Epicerie sucrée;;9;1,58;1,34;0,0666;0,144;0,0222;0,0074;0
Chocolat bouchons  MARC CHAMPAGNE;chocolat-bouchons-marc-champagne;Epicerie sucrée;;19,7;3,94;3,34;0,167;0,361;0,0554;0,0185;0
Chocolats bouchons Ratafia  Champagne LA CHAMPAGNE GOURMANDE;chocolats-bouchons-ratafia-champagne-la-champagne-gourmande;Epicerie sucrée;;9,89;1,58;1,34;0,0666;0,144;0,0222;0,0074;0
Bonbons pastilles au miel LA MAISON DES ABEILLES;bonbons-pastilles-au-miel-la-maison-des-abeilles;Epicerie sucrée;;5,05;0,297;0,144;0,0606;0,0462;0,0422;0,0042;0
Biscuits le galet noir MAX ET SES GOURMANDISES;biscuits-le-galet-noir-max-et-ses-gourmandises;Produits régionaux et locaux;;6,09;0;0;0;0;0;0;0
Bonbons assortiment;bonbons-assortiment;Epicerie sucrée;;6,95;0,327;0,159;0,0667;0,0508;0,0464;0,0046;0
Bonbons Crottes de Marmotte;bonbons-crottes-de-marmotte;Epicerie sucrée;;6,49;0,208;0,101;0,0424;0,0323;0,0295;0,0029;0
Chocolat noir à la liqueur CHOCOLAT MONT BLANC;chocolat-noir-a-la-liqueur-chocolat-mont-blanc;Epicerie sucrée;;7,95;0,789;0,669;0,0333;0,0722;0,0111;0,0037;0
Chocolat noir à la liqueur CHOCOLAT MONT BLANC;chocolat-noir-a-la-liqueur-chocolat-mont-blanc;Epicerie sucrée;;7,95;0,789;0,669;0,0333;0,0722;0,0111;0,0037;0
Tablette De Chocolat Noir Ecorces D'orange Pérou Haïti Bio ETHIQUABLE;tablette-de-chocolat-noir-ecorces-d-orange-perou-haiti-bio-ethiquable;Epicerie sucrée;;2,59;0,123;0,0665;0,0151;0,0241;0,0152;0,0018;0
Tablette De Chocolat Noir Quinoa Pérou Equateur Bio ETHIQUABLE;tablette-de-chocolat-noir-quinoa-perou-equateur-bio-ethiquable;Epicerie sucrée;;2,65;0,123;0,0665;0,0151;0,0241;0,0151;0,0018;0
Tablette De Chocolat Au Lait Noix De Coco Pérou Bio ETHIQUABLE;tablette-de-chocolat-au-lait-noix-de-coco-perou-bio-ethiquable;Epicerie sucrée;;2,85;0,123;0,0665;0,0151;0,0241;0,0152;0,0018;0
Tablette De Chocolat Au Lait Riz Soufflé Pérou Bio ETHIQUABLE;tablette-de-chocolat-au-lait-riz-souffle-perou-bio-ethiquable;Epicerie sucrée;;2,49;0,123;0,0666;0,0151;0,0241;0,0152;0,0018;0
